No.,Time,Length
14004,308.284347,330
14005,308.284349,229
14006,308.284785,160
14007,308.28479,330
14010,308.297746,117
14012,308.348511,162
14013,308.348525,327
14029,308.564345,150
14031,308.564361,320
14032,308.564363,162
14033,308.564365,324
14034,308.564368,117
14035,308.56437,197
14040,308.698815,155
14041,308.698828,327
14042,308.698829,165
14043,308.698831,148
14044,308.698832,326
14045,308.768578,156
14046,308.768591,340
14047,308.768592,117
14048,308.768593,155
14049,308.768595,337
14055,308.913412,151
14056,308.913425,334
14057,308.913426,357
14059,308.933398,117
14061,308.955256,165
14062,308.955269,326
14064,308.972216,213
14066,309.00362,152
14067,309.003635,359
14073,309.083715,151
14074,309.083728,362
14078,309.138396,117
14079,309.143195,165
14080,309.143204,353
14084,309.203896,143
14085,309.203907,366
14090,309.270257,143
14091,309.27027,373
14095,309.343451,145
14096,309.343464,368
14097,309.357756,117
14101,309.418326,152
14102,309.418339,365
14105,309.483728,190
14106,309.483741,326
14110,309.548645,149
14111,309.548658,333
14113,309.574187,117
14117,309.648356,348
14118,309.676015,348
14122,309.730363,149
14123,309.730375,299
14128,309.798501,117
14130,309.808449,140
14131,309.808462,327
14135,309.868569,161
14136,309.86858,334
14140,309.943568,193
14141,309.943579,333
14144,309.983283,117
14147,310.008313,210
14148,310.008327,332
14153,310.074278,259
14154,310.074289,296
14158,310.127328,284
14159,310.127342,300
14163,310.197946,117
14164,310.20366,300
14165,310.203672,306
14168,310.273463,273
14169,310.273477,336
14170,310.273478,229
14173,310.341771,259
14174,310.341782,335
14179,310.4034,254
14180,310.403415,347
14181,310.408609,117
14183,310.463537,255
14184,310.46355,324
14188,310.523352,217
14189,310.523363,345
14193,310.593341,227
14194,310.593351,328
14195,310.607868,117
14196,310.658272,214
14197,310.658285,332
14200,310.728421,204
14201,310.728432,328
14203,310.798258,216
14204,310.79827,307
14205,310.828249,117
14206,310.850202,201
14208,310.898928,316
14211,310.92344,169
14212,310.923454,332
14214,310.99328,176
14215,310.993292,345
14216,311.033371,117
14217,311.057523,194
14218,311.057534,339
14219,311.128483,196
14220,311.128494,331
14223,311.195139,193
14224,311.195152,327
14228,311.227255,117
14232,311.291241,198
14233,311.292671,322
14235,311.312474,204
14236,311.312485,319
14239,311.332166,68
14241,311.347299,213
14243,311.377338,206
14244,311.377351,317
14249,311.447315,229
14250,311.447328,309
14253,311.46966,117
14256,311.51218,182
14257,311.512191,341
14259,311.588452,220
14260,311.588464,315
14262,311.653569,225
14263,311.653584,308
14264,311.677158,117
14265,311.728239,242
14266,311.728248,301
14267,311.777206,202
14268,311.777217,333
14270,311.851381,213
14271,311.851395,325
14272,311.888342,117
14273,311.913609,205
14274,311.913631,325
14275,311.97839,194
14276,311.978403,325
14278,312.043345,195
14279,312.04362,323
14282,312.077314,68
14283,312.088301,117
14284,312.108711,195
14285,312.108724,334
14289,312.17035,192
14290,312.170361,324
14291,312.243405,152
14292,312.243419,333
14294,312.308386,117
14295,312.308397,155
14296,312.308399,320
14298,312.377646,341
14300,312.445564,333
14303,312.508516,320
14304,312.518337,117
14305,312.56723,312
14307,312.637177,306
14309,312.703289,330
14310,312.752443,117
14311,312.767578,132
14312,312.767592,344
14313,312.837431,141
14314,312.837445,349
14317,312.90315,172
14318,312.903162,350
14319,312.937944,117
14320,312.967346,144
14321,312.967359,350
14323,313.037297,163
14324,313.03731,349
14325,313.105424,171
14326,313.105436,338
14328,313.153288,117
14329,313.173594,165
14330,313.17361,330
14331,313.238796,158
14332,313.238808,331
14333,313.298296,357
14335,313.363673,332
14336,313.388328,117
14337,313.433427,339
14341,313.497268,361
14344,313.564167,158
14345,313.564178,343
14346,313.60322,117
14347,313.62415,159
14348,313.624162,362
14349,313.690435,177
14350,313.690448,348
14352,313.762668,197
14353,313.76268,361
14354,313.803553,117
14355,313.822215,211
14356,313.822229,354
14358,313.88734,218
14359,313.887353,352
14362,313.95466,235
14363,313.954673,332
14365,314.021208,236
14366,314.021231,322
14367,314.024552,117
14368,314.083594,217
14369,314.083607,306
14370,314.150279,175
14371,314.150289,330
14374,314.216772,193
14375,314.217782,311
14377,314.233244,117
14378,314.2825,168
14379,314.282513,328
14380,314.348443,176
14381,314.348455,318
14382,314.377352,68
14385,314.415929,193
14386,314.415944,319
14387,314.426471,117
14389,314.487928,192
14390,314.488263,323
14398,314.545679,205
14399,314.546288,324
14401,314.618532,201
14402,314.618543,326
14403,314.648381,117
14404,314.687368,195
14405,314.687381,334
14406,314.746295,223
14407,314.746305,324
14409,314.810335,219
14410,314.810345,326
14411,314.853258,117
14412,314.878187,203
14413,314.8782,334
14414,314.943453,203
14415,314.94347,337
14417,315.017465,207
14418,315.017477,329
14419,315.057517,117
14420,315.077242,226
14421,315.077255,338
14422,315.14335,212
14423,315.143364,343
14424,315.207413,198
14425,315.207425,344
14427,315.257383,117
14428,315.272521,169
14429,315.272889,364
14430,315.343646,198
14431,315.34366,339
14433,315.40537,227
14434,315.405377,319
14437,315.477776,226
14438,315.478477,326
14439,315.478482,117
14440,315.537485,210
14441,315.537498,304
14442,315.60343,171
14443,315.603442,330
14445,315.677889,197
14446,315.677902,307
14447,315.693544,117
14448,315.743465,214
14449,315.74348,312
14450,315.808396,164
14451,315.808408,340
14453,315.873248,164
14454,315.877451,332
14455,315.897508,117
14456,315.932861,162
14457,315.932876,316
14458,316.010886,347
14459,316.06774,175
14460,316.067754,307
14466,316.112686,117
14472,316.132367,345
14483,316.203269,330
14485,316.263286,335
14487,316.317292,117
14488,316.327779,334
14490,316.398178,343
14494,316.463688,350
14497,316.527351,170
14498,316.527362,331
14499,316.550282,117
14500,316.592264,140
14501,316.592276,344
14502,316.663353,164
14503,316.663363,329
14505,316.727214,157
14506,316.727226,335
14507,316.756313,117
14508,316.792667,149
14509,316.792677,338
14510,316.857278,165
14511,316.857288,338
14515,316.927307,357
14518,316.947203,117
14519,316.990246,339
14520,317.057285,311
14522,317.12353,305
14523,317.163412,117
14524,317.18744,302
14526,317.257088,305
14529,317.323242,299
14530,317.363456,117
14531,317.387302,308
14532,317.423265,68
14535,317.452258,307
14537,317.517233,330
14539,317.567152,117
14540,317.583375,327
14541,317.650435,320
14542,317.717246,322
14544,317.783256,324
14545,317.803299,117
14546,317.855197,313
14547,317.912649,327
14549,317.977725,284
14550,318.017127,117
14551,318.048257,286
14552,318.110235,271
14553,318.177398,266
14555,318.223462,117
14556,318.243253,270
14557,318.317227,256
14558,318.377236,253
14560,318.42343,117
14561,318.443317,239
14562,318.50725,242
14563,318.572716,268
14565,318.648423,274
14566,318.657731,117
14567,318.707455,280
14569,318.778539,286
14578,318.843565,309
14579,318.848483,117
14590,318.9084,350
14598,318.972342,334
14609,319.037188,339
14610,319.070212,117
14611,319.108351,341
14613,319.16779,360
14618,319.232174,338
14620,319.272213,117
14621,319.308361,313
14622,319.367269,317
14624,319.432332,309
14628,319.490359,117
14630,319.497317,312
14631,319.568354,306
14632,319.643607,296
14634,319.703405,301
14635,319.717766,117
14636,319.763552,309
14637,319.83026,320
14643,319.893184,311
14644,319.907401,117
14648,319.963376,314
14649,320.027381,311
14651,320.097387,315
14652,320.13731,117
14656,320.15771,298
14657,320.22341,279
14659,320.295188,273
14660,320.333056,117
14662,320.357715,269
14664,320.423509,273
14667,320.467355,68
14670,320.493531,275
14672,320.547344,117
14673,320.552243,268
14674,320.617457,266
14675,320.686368,275
14677,320.752398,265
14678,320.785725,117
14679,320.817245,240
14680,320.888435,223
14683,320.980316,220
14684,320.998362,117
14685,321.02478,206
14686,321.088415,206
14687,321.153466,206
14689,321.197385,117
14690,321.218326,197
14691,321.294467,151
14695,321.353277,164
14698,321.397397,117
14701,321.412382,163
14702,321.478171,198
14703,321.548373,220
14705,321.6177,234
14706,321.623657,117
14707,321.683455,236
14708,321.740513,234
14710,321.813369,233
14711,321.82321,117
14712,321.877243,253
14713,321.943352,250
14715,322.013464,236
14716,322.058238,117
14717,322.072169,249
14719,322.128482,68
14720,322.137217,231
14721,322.203715,233
14723,322.250469,117
14724,322.26765,242
14725,322.337197,251
14726,322.403808,244
14728,322.453858,117
14730,322.467737,254
14732,322.53719,242
14733,322.603228,235
14735,322.652199,117
14736,322.673274,221
14737,322.732284,194
14738,322.803659,201
14740,322.863419,209
14742,322.883841,117
14745,322.930281,218
14746,322.997405,231
14748,323.063459,228
14749,323.09731,117
14750,323.127287,231
14751,323.192286,218
14753,323.263578,193
14754,323.305574,117
14755,323.327306,217
14756,323.39029,207
14762,323.468706,216
14765,323.517414,117
14766,323.517426,68
14768,323.528531,221
14769,323.597252,203
14770,323.663449,208
14772,323.728602,226
14773,323.737334,117
14774,323.78721,225
14775,323.85272,233
14777,323.923349,241
14778,323.947324,117
14779,323.987302,265
14780,324.0522,256
14782,324.11878,254
14786,324.163257,117
14788,324.183567,240
14790,324.252711,229
14792,324.328622,220
14794,324.363544,117
14795,324.388501,213
14797,324.455367,220
14799,324.523406,216
14801,324.563368,117
14802,324.58841,213
14803,324.654049,216
14804,324.714677,224
14806,324.777292,230
14807,324.790502,117
14808,324.842819,222
14810,324.910114,210
14812,324.973594,230
14813,324.990331,117
14814,325.048851,232
14815,325.107229,243
14817,325.172319,261
14818,325.190321,117
14819,325.243333,270
14820,325.30726,264
14822,325.370257,258
14823,325.403495,117
14824,325.437177,236
14826,325.503233,218
14829,325.570394,217
14830,325.617273,117
14831,325.637214,219
14832,325.703451,227
14833,325.767263,243
14835,325.817244,117
14836,325.832284,249
14838,325.903328,252
14841,325.973886,258
14843,326.012883,117
14844,326.034365,257
14845,326.098049,257
14846,326.163731,252
14848,326.217388,117
14849,326.238818,234
14850,326.340128,209
14851,326.365677,202
14852,326.429671,182
14855,326.494696,187
14856,326.520001,213
14859,326.560048,68
14860,326.565724,194
14864,326.629616,196
14865,326.69393,204
14866,326.758628,212
14867,326.82473,293
14868,326.82859,218
14877,326.89163,213
14887,326.958803,217
14888,327.024905,217
14889,327.088846,219
14890,327.124744,373
14891,327.154388,222
14892,327.225106,229
14893,327.28878,244
14894,327.35176,245
14896,327.418873,244
14897,327.42479,373
14899,327.484983,255
14900,327.530054,261
14901,327.551613,244
14902,327.618884,226
14903,327.685027,207
14904,327.729793,373
14905,327.748863,199
14906,327.814239,175
14907,327.824773,325
14908,327.879372,165
14909,327.94983,184
14910,328.013761,188
14911,328.02474,373
14912,328.078792,195
14913,328.128738,373
14914,328.144758,210
14918,328.212356,224
14919,328.279061,224
14920,328.330805,373
14921,328.349952,243
14923,328.408662,242
14925,328.428611,373
14928,328.489791,234
14931,328.528654,229
14932,328.549766,227
14934,328.614709,227
14935,328.62879,373
14936,328.671912,232
14943,328.731244,373
14946,328.745749,248
14960,328.8047,254
14965,328.831587,325
14973,328.871574,257
14976,328.934024,373
14977,328.938724,237
14980,329.004784,252
14982,329.034108,373
14985,329.069879,255
14986,329.133811,389
14987,329.134338,255
14988,329.204843,246
14989,329.24478,373
14990,329.269774,244
14991,329.333801,243
14992,329.33884,373
14993,329.399203,241
14994,329.436641,389
14996,329.468877,251
14998,329.550025,236
14999,329.551605,373
15000,329.599451,350
15001,329.614726,68
15003,329.639306,373
15004,329.669851,359
15005,329.72885,167
15006,329.728862,335
15007,329.73881,389
15008,329.804728,366
15009,329.849816,373
15010,329.865077,363
15011,329.93672,153
15012,329.936733,359
15013,329.944711,373
15014,329.99369,174
15015,329.993702,353
15016,330.044803,389
15017,330.058783,192
15018,330.058797,351
15019,330.124899,167
15020,330.124912,370
15021,330.14472,373
15022,330.194878,168
15023,330.19489,365
15024,330.244842,373
15025,330.259064,152
15026,330.259078,364
15027,330.324763,160
15028,330.324771,362
15029,330.348826,389
15030,330.388772,151
15031,330.388781,373
15032,330.444987,373
15033,330.464913,143
15034,330.464928,369
15035,330.529933,161
15036,330.529948,363
15037,330.548752,373
15038,330.59486,159
15039,330.594873,356
15040,330.647673,389
15041,330.660196,144
15042,330.660208,356
15043,330.72485,153
15044,330.724863,354
15045,330.754742,373
15046,330.784853,150
15047,330.784866,348
15048,330.848807,373
15049,330.851898,160
15050,330.851911,340
15051,330.91924,168
15052,330.919255,333
15053,330.951654,389
15054,330.984869,365
15055,331.048959,167
15056,331.048972,353
15057,331.051962,373
15058,331.118649,371
15059,331.151675,373
15060,331.1848,145
15061,331.184812,355
15062,331.248802,152
15063,331.248814,353
15064,331.251774,389
15065,331.311916,137
15066,331.311928,371
15067,331.35414,373
15068,331.378804,179
15069,331.378816,347
15071,331.44888,187
15072,331.448892,363
15073,331.453654,373
15077,331.511639,202
15078,331.511645,351
15079,331.558948,389
15080,331.579094,191
15081,331.579104,358
15082,331.646245,201
15083,331.646258,343
15084,331.666255,373
15085,331.709345,218
15086,331.709357,342
15087,331.759994,373
15088,331.777167,228
15089,331.777178,334
15090,331.850199,247
15091,331.850209,317
15092,331.8655,389
15093,331.90923,209
15094,331.909242,332
15095,331.966137,373
15096,331.974247,205
15097,331.974258,317
15098,332.045354,159
15099,332.045367,332
15100,332.065571,373
15101,332.105402,150
15102,332.105415,329
15107,332.165761,389
15108,332.1722,171
15109,332.172209,310
15110,332.189155,68
15111,332.239742,163
15112,332.239755,339
15113,332.266036,373
15114,332.307514,151
15115,332.307529,362
15117,332.365464,373
15118,332.373664,167
15119,332.373673,367
15121,332.434699,187
15122,332.43471,358
15125,332.465594,389
15127,332.505359,215
15128,332.505373,348
15129,332.568264,254
15130,332.568275,320
15131,332.568277,373
15132,332.634724,279
15133,332.634736,318
15134,332.654238,68
15136,332.66914,373
15137,332.699878,215
15138,332.705191,314
15139,332.765946,202
15140,332.765963,301
15141,332.770277,389
15142,332.832608,162
15143,332.832621,321
15144,332.872221,373
15145,332.899816,161
15146,332.89983,308
15147,332.965614,158
15148,332.965627,327
15149,332.969206,373
15150,333.029443,174
15151,333.029724,307
15152,333.072217,389
15153,333.099524,331
15154,333.165831,331
15155,333.172114,373
15156,333.229109,334
15157,333.272244,373
15158,333.292577,135
15159,333.292593,321
15160,333.359155,180
15161,333.359167,305
15162,333.37332,389
15163,333.429756,320
15166,333.474833,373
15167,333.4924,321
15168,333.559812,276
15169,333.577919,373
15170,333.625345,273
15171,333.67929,389
15172,333.690826,282
15173,333.754289,285
15174,333.779236,373
15175,333.825404,273
15176,333.879298,373
15177,333.889538,270
15178,333.95456,283
15179,333.99062,389
15180,334.019673,302
15181,334.08554,373
15182,334.08556,199
15183,334.085562,344
15184,334.152881,202
15185,334.152893,340
15186,334.190371,373
15188,334.217174,193
15189,334.22092,331
15193,334.285625,389
15194,334.285637,208
15195,334.285638,310
15196,334.349792,256
15197,334.38534,373
15198,334.419546,255
15200,334.486173,250
15201,334.486182,373
15206,334.545399,238
15210,334.585338,389
15213,334.614073,217
15217,334.684901,207
15218,334.685874,373
15219,334.753458,222
15221,334.789295,373
15222,334.812851,244
15225,334.884741,342
15228,334.888702,389
15234,334.944831,325
15235,334.988754,373
15236,335.008578,331
15239,335.074556,127
15240,335.074565,325
15244,335.094356,373
15263,335.133659,117
15266,335.144993,153
15267,335.145002,330
15286,335.209449,151
15287,335.209451,320
15292,335.280087,159
15293,335.280102,307
15300,335.33911,155
15301,335.353251,316
15302,335.35326,117
15304,335.404903,153
15306,335.404905,320
15309,335.472914,343
15313,335.538731,349
15315,335.544625,117
15316,335.60477,351
15317,335.67473,147
15318,335.674739,343
15319,335.698863,68
15326,335.74496,362
15328,335.773825,117
15330,335.784833,68
15331,335.805303,158
15332,335.805315,354
15333,335.813644,68
15335,335.868857,165
15336,335.868866,350
15337,335.888612,68
15338,335.898658,141
15341,335.933627,372
15345,335.980862,117
15347,336.005013,371
15349,336.064874,352
15351,336.13304,336
15357,336.184661,117
15359,336.205394,328
15361,336.264679,331
15363,336.329556,306
15371,336.398847,117
15372,336.398861,291
15379,336.464838,301
15381,336.528849,315
15384,336.593651,321
15386,336.605725,117
15388,336.659343,336
15390,336.724768,343
15393,336.792173,347
15395,336.829006,117
15397,336.85862,349
15402,336.924844,149
15403,336.924856,339
15405,336.988716,165
15406,336.988727,338
15407,337.0325,117
15408,337.058703,148
15409,337.058714,339
15410,337.123704,150
15411,337.123716,339
15412,337.188707,158
15413,337.188719,349
15415,337.234,117
15416,337.251732,158
15417,337.252672,338
15418,337.327315,151
15419,337.32734,329
15420,337.384736,344
15422,337.449251,117
15423,337.451632,327
15426,337.516634,327
15427,337.584784,311
15429,337.648708,297
15430,337.678683,117
15431,337.71662,292
15432,337.784708,281
15434,337.848765,297
15435,337.884784,117
15436,337.911875,295
15437,337.978789,311
15439,338.044388,299
15440,338.091718,117
15442,338.111623,326
15446,338.178713,324
15448,338.244087,317
15449,338.290027,117
15450,338.308687,143
15451,338.308701,304
15452,338.378791,140
15453,338.378803,301
15454,338.445181,143
15455,338.445192,295
15459,338.49877,117
15460,338.508744,147
15461,338.508757,304
15462,338.573714,159
15463,338.573728,302
15464,338.638673,144
15465,338.638683,309
15467,338.704896,147
15468,338.704908,298
15469,338.729105,117
15470,338.77165,315
15471,338.836665,305
15473,338.904705,302
15474,338.926641,117
15475,338.938614,68
15477,338.971741,276
15478,339.03365,247
15480,339.104253,265
15481,339.13878,117
15482,339.168714,271
15485,339.231685,262
15486,339.300148,268
15488,339.344868,117
15489,339.364838,265
15491,339.431631,260
15493,339.498966,277
15495,339.563743,258
15496,339.563755,117
15497,339.628703,273
15498,339.694367,276
15500,339.764811,272
15501,339.788964,117
15502,339.828782,282
15503,339.892567,279
15505,339.959088,279
15506,339.998698,117
15507,340.025075,292
15509,340.091757,280
15518,340.158699,286
15523,340.205008,117
15524,340.224849,295
15525,340.291637,294
15528,340.358665,288
15533,340.425108,290
15534,340.431737,117
15540,340.488739,302
15542,340.554026,305
15545,340.618726,309
15547,340.633792,117
15548,340.684774,299
15549,340.751639,304
15551,340.818758,302
15552,340.844842,117
15553,340.884693,292
15555,340.95163,288
15557,341.018722,284
15558,341.060551,117
15559,341.085149,284
15561,341.148637,274
15564,341.213171,287
15566,341.268778,117
15567,341.278629,289
15568,341.344983,310
15569,341.411896,303
15572,341.478948,290
15573,341.484877,117
15575,341.544942,292
15576,341.6121,307
15578,341.677113,135
15579,341.677128,297
15580,341.679181,117
15581,341.745336,160
15582,341.745349,306
15583,341.809085,164
15584,341.809113,300
15586,341.874587,168
15587,341.8746,306
15588,341.893773,117
15589,341.938781,182
15590,341.938794,307
15591,341.979623,68
15593,342.004761,196
15594,342.005279,303
15596,342.07176,203
15597,342.071772,287
15598,342.104888,117
15599,342.138942,201
15600,342.138955,284
15601,342.204782,230
15602,342.204793,261
15604,342.268867,196
15605,342.268881,278
15606,342.305282,117
15607,342.339096,190
15608,342.33911,277
15609,342.405379,186
15610,342.405393,265
15612,342.468842,191
15613,342.468855,271
15614,342.511846,117
15615,342.534915,202
15616,342.534928,256
15617,342.609747,171
15618,342.609761,284
15620,342.675614,168
15621,342.675627,265
15622,342.718219,117
15623,342.734415,175
15624,342.734429,276
15625,342.798735,184
15626,342.798749,268
15627,342.864752,187
15628,342.864766,271
15630,342.919115,117
15631,342.929377,182
15632,342.92939,269
15633,343.004808,181
15634,343.004822,264
15635,343.064766,193
15636,343.064781,262
15638,343.128898,166
15639,343.128912,293
15640,343.139133,117
15641,343.201763,149
15642,343.201776,295
15643,343.259165,305
15645,343.324892,287
15646,343.358902,117
15647,343.391651,287
15652,343.458837,284
15656,343.524969,272
15657,343.568899,117
15658,343.591959,257
15659,343.659663,243
15660,343.725651,244
15662,343.784852,117
15663,343.788596,245
15664,343.853758,261
15665,343.920924,261
15667,343.984852,267
15668,343.988702,117
15669,344.111812,281
15670,344.11902,289
15679,344.184758,296
15680,344.199003,117
15682,344.249161,277
15683,344.329876,261
15686,344.38565,276
15688,344.415085,117
15689,344.45976,290
15694,344.574793,306
15695,344.594733,301
15696,344.624857,117
15697,344.656423,195
15698,344.656433,296
15699,344.718954,225
15700,344.718966,301
15702,344.790045,168
15703,344.790058,319
15704,344.824802,117
15705,344.843756,160
15706,344.843769,329
15708,344.909238,191
15709,344.909248,329
15710,344.979368,187
15711,344.979384,304
15713,345.030173,117
15714,345.039699,68
15716,345.049843,173
15717,345.049856,314
15719,345.119761,137
15720,345.119771,322
15723,345.179971,174
15724,345.179984,317
15726,345.240458,117
15727,345.244713,327
15728,345.309742,331
15729,345.378645,314
15731,345.430014,117
15732,345.449736,293
15733,345.514778,290
15734,345.587748,277
15739,345.644664,117
15740,345.644675,285
15744,345.710316,266
15748,345.775045,262
15750,345.839746,258
15751,345.848724,117
15754,345.915018,247
15755,345.964924,68
15756,345.98525,250
15760,346.044775,244
15764,346.064735,117
15765,346.104936,227
15766,346.164894,230
15769,346.23487,228
15772,346.279092,117
15773,346.300225,227
15777,346.369924,222
15779,346.428737,237
15782,346.474348,117
15783,346.49988,263
15787,346.564835,266
15791,346.629807,262
15793,346.692281,117
15794,346.692293,276
15796,346.758924,263
15799,346.824895,270
15804,346.890352,257
15805,346.906996,117
15806,346.957067,260
15808,347.026951,255
15812,347.089084,245
15816,347.124826,117
15818,347.156114,264
15821,347.225046,270
15824,347.290138,273
15827,347.344879,117
15828,347.352129,304
15833,347.418815,310
15837,347.485315,313
15840,347.545257,117
15841,347.551815,317
15846,347.618773,328
15848,347.684766,308
15851,347.748676,296
15852,347.765009,117
15853,347.813688,287
15858,347.879341,281
15861,347.950712,275
15862,347.969344,117
15864,348.019276,273
15865,348.078704,283
15868,348.100208,68
15872,348.155137,278
15878,348.191255,117
15879,348.214968,291
15880,348.275445,301
15883,348.355409,303
15886,348.399363,117
15887,348.415563,296
15890,348.474158,291
15891,348.546838,288
15893,348.613235,284
15894,348.629799,117
15895,348.730883,296
15897,348.799862,284
15898,348.809742,286
15899,348.846893,117
15900,348.87702,317
15902,348.939692,285
15904,349.010676,273
15905,349.029509,117
15906,349.06873,295
15907,349.141687,304
15911,349.198686,290
15915,349.229156,117
15916,349.269833,194
15917,349.269845,294
15918,349.331869,180
15919,349.331881,294
15921,349.404903,288
15923,349.454791,117
15924,349.46546,285
15926,349.535083,286
15927,349.593754,280
15929,349.659466,117
15930,349.669853,266
15931,349.728834,256
15932,349.798998,255
15935,349.869808,261
15938,349.919728,117
15939,349.939705,255
15941,349.991964,262
15944,350.140098,271
15945,350.140112,117
15946,350.140113,259
15949,350.188723,243
15951,350.258716,244
15952,350.305078,117
15953,350.324696,234
15954,350.396756,246
15956,350.453829,239
15959,350.509731,117
15960,350.519509,237
15961,350.585277,234
15962,350.652409,214
15964,350.71503,117
15965,350.719059,215
15966,350.784983,208
15967,350.852606,215
15969,350.913816,117
15970,350.925381,219
15971,350.984877,225
15972,351.04947,234
15974,351.119886,232
15975,351.125055,117
15976,351.168145,68
15978,351.184819,244
15979,351.245286,253
15981,351.313763,248
15982,351.344716,117
15986,351.386776,249
15991,351.44475,240
15994,351.508644,239
15995,351.555366,117
15996,351.578903,234
15997,351.646429,226
15999,351.735037,245
16000,351.76486,117
16001,351.779962,220
16002,351.839645,243
16003,351.908926,244
16005,351.958868,117
16006,351.971744,234
16007,352.038658,228
16008,352.119818,206
16013,352.168618,199
16014,352.179164,117
16015,352.238663,210
16016,352.304806,203
16019,352.368761,204
16020,352.398985,117
16022,352.440046,205
16025,352.499326,211
16028,352.569805,211
16029,352.608763,117
16030,352.631633,208
16031,352.698773,198
16032,352.764843,205
16034,352.832714,234
16036,352.89914,247
16037,352.912993,293
16038,352.954807,245
16039,352.954821,117
16040,352.96475,240
16042,353.024772,117
16043,353.028687,217
16044,353.094454,198
16046,353.15884,208
16050,353.224803,117
16051,353.226727,216
16052,353.291692,220
16054,353.358827,222
16059,353.425049,210
16062,353.429601,117
16069,353.488686,210
16071,353.554411,203
16074,353.624782,206
16075,353.635532,117
16077,353.68874,203
16078,353.75435,210
16080,353.82514,222
16081,353.852236,117
16082,353.888802,213
16083,353.953998,213
16085,354.018881,213
16086,354.058718,117
16087,354.091005,212
16088,354.153233,209
16090,354.213848,68
16092,354.218767,215
16095,354.298896,117
16096,354.298909,203
16097,354.348799,189
16099,354.45068,204
16100,354.571113,117
16101,354.571127,202
16102,354.571128,196
16103,354.626001,203
16105,354.689839,209
16106,354.689853,117
16107,354.7547,204
16108,354.819174,219
16111,354.878851,222
16117,355.150562,117
16118,355.150576,68
16119,355.150577,243
16120,355.150579,242
16121,355.15058,68
16122,355.150582,225
16123,355.150583,68
16124,355.150584,117
16125,355.150591,213
16126,355.151754,238
16127,355.275012,68
16128,355.275026,207
16130,355.339199,199
16131,355.439743,117
16132,355.439755,207
16135,355.475212,183
16138,355.484728,193
16140,355.536616,117
16144,355.70012,190
16145,355.700131,185
16146,355.700132,198
16147,355.726081,197
16148,355.728594,117
16150,355.744995,195
16153,355.810033,211
16155,355.880313,203
16158,355.929862,117
16159,355.944955,222
16161,356.049831,234
16162,356.064706,241
16164,356.129312,239
16166,356.159649,117
16172,356.198679,222
16173,356.266338,199
16175,356.334904,190
16177,356.368729,117
16178,356.395243,197
16182,356.458884,199
16185,356.525407,206
16187,356.564766,117
16188,356.592381,214
16189,356.659052,199
16190,356.725444,185
16192,356.774046,117
16193,356.792308,189
16194,356.858714,183
16196,356.924721,196
16198,356.979204,117
16199,356.988744,215
16201,357.055039,222
16202,357.124781,221
16205,357.184902,212
16206,357.198718,117
16207,357.252343,209
16208,357.329969,213
16211,357.384952,208
16212,357.411839,117
16213,357.451768,228
16214,357.519007,226
16216,357.584765,217
16217,357.624764,117
16218,357.6487,212
16219,357.718742,208
16220,357.778738,197
16222,357.824825,117
16223,357.844854,182
16225,357.911698,187
16226,357.978819,199
16228,358.049958,208
16229,358.059159,117
16230,358.108759,200
16231,358.185129,185
16232,358.188694,68
16235,358.245505,199
16236,358.272524,117
16237,358.309075,203
16239,358.373967,209
16241,358.445233,228
16243,358.475142,117
16246,358.50494,229
16248,358.57932,224
16251,358.649978,232
16252,358.669441,117
16254,358.706016,226
16257,358.769215,228
16261,358.844802,249
16263,358.891162,117
16264,358.914675,238
16265,358.975013,237
16266,359.040531,226
16268,359.085003,117
16269,359.105219,195
16271,359.16886,198
16276,359.23374,200
16278,359.30059,202
16279,359.308663,117
16280,359.364809,203
16283,359.429238,196
16287,359.494367,186
16289,359.511675,117
16290,359.571255,186
16291,359.628917,183
16293,359.693827,201
16294,359.714211,117
16295,359.764906,192
16296,359.829018,189
16298,359.891855,188
16299,359.932014,117
16301,359.958728,169
16302,360.024872,179
16303,360.088757,195
16305,360.132506,117
16306,360.154488,192
16310,360.221794,225
16311,360.295098,221
16313,360.353779,228
16314,360.364893,117
16317,360.419038,238
16320,360.494818,222
16322,360.559452,243
16323,360.584787,117
16324,360.618664,232
16325,360.684987,229
16327,360.749559,227
16328,360.791966,117
16329,360.86477,214
16332,361.047131,223
16334,361.047152,228
16335,361.047153,226
16336,361.047155,117
16338,361.084906,225
16339,361.092195,245
16340,361.148876,243
16342,361.218995,234
16343,361.228731,68
16344,361.228745,117
16348,361.43022,241
16349,361.430235,240
16352,361.491883,235
16353,361.491894,117
16354,361.494423,213
16355,361.49443,210
16357,361.544995,201
16359,361.709742,198
16360,361.709754,117
16361,361.709756,193
16362,361.749844,202
16364,361.806028,194
16365,361.864719,117
16366,361.87924,205
16367,361.944919,201
16370,362.025054,229
16371,362.064723,117
16372,362.074892,232
16373,362.150011,226
16375,362.21008,233
16379,362.268841,208
16380,362.280074,117
16381,362.344913,203
16382,362.410023,211
16385,362.468682,210
16387,362.499167,117
16389,362.533707,222
16390,362.60472,236
16392,362.675211,227
16393,362.71183,117
16394,362.729149,227
16395,362.799313,225
16396,362.864941,208
16398,362.914944,117
16399,362.935231,225
16400,363.004974,241
16402,363.065081,233
16404,363.124827,117
16405,363.135307,243
16406,363.204715,229
16407,363.265019,208
16409,363.329912,219
16410,363.355117,117
16411,363.391741,217
16416,363.458743,221
