No.,Time,Length
48011,1028.091537,161
48012,1028.09155,317
48017,1028.158974,149
48018,1028.158976,309
48019,1028.214903,117
48020,1028.224794,136
48021,1028.224808,309
48022,1028.294849,150
48023,1028.294883,290
48024,1028.358668,313
48027,1028.41492,117
48028,1028.429859,297
48031,1028.488923,282
48033,1028.558999,282
48035,1028.618795,294
48036,1028.624848,117
48037,1028.684798,285
48038,1028.751568,291
48040,1028.818741,299
48041,1028.851738,117
48042,1028.884703,144
48043,1028.884716,293
48045,1028.958618,139
48046,1028.958632,306
48048,1029.01922,157
48049,1029.019233,302
48050,1029.064879,117
48051,1029.081622,160
48052,1029.081635,314
48053,1029.148659,187
48054,1029.148672,303
48056,1029.213816,188
48057,1029.213829,306
48060,1029.264624,117
48061,1029.278822,207
48062,1029.279331,326
48063,1029.344878,218
48064,1029.344891,323
48065,1029.411578,225
48066,1029.41159,314
48068,1029.478688,185
48069,1029.478702,326
48070,1029.491604,117
48071,1029.545015,200
48072,1029.545027,316
48073,1029.614709,183
48074,1029.614723,308
48076,1029.678659,177
48077,1029.678671,304
48078,1029.714677,117
48079,1029.744818,200
48080,1029.744832,285
48081,1029.814843,173
48082,1029.814856,315
48088,1030.138471,170
48089,1030.138484,315
48098,1030.764782,293
48099,1030.764794,164
48100,1030.765139,334
48101,1030.765142,170
48102,1030.779582,340
48103,1030.779595,213
48104,1030.779596,117
48107,1030.779613,204
48108,1030.779614,318
48109,1030.779615,213
48110,1030.779617,332
48111,1030.779622,225
48112,1030.779624,317
48113,1030.779626,218
48114,1030.779627,321
48117,1030.779631,235
48118,1030.779632,311
48119,1030.779633,341
48120,1030.779635,222
48121,1030.779636,310
48122,1030.779638,229
48123,1030.779639,193
48124,1030.77964,332
48125,1030.779642,193
48126,1030.779643,315
48129,1030.779647,160
48130,1030.779648,333
48131,1030.779649,341
48132,1030.779651,164
48133,1030.779652,330
48134,1030.79848,147
48135,1030.798491,325
48137,1030.931798,309
48138,1030.93181,117
48139,1030.931812,341
48140,1030.931814,117
48141,1030.931815,309
48142,1030.931816,159
48143,1030.931818,319
48145,1030.980083,165
48146,1030.980085,117
48147,1030.980086,341
48148,1030.980088,117
48149,1030.980089,348
48150,1030.980091,341
48151,1030.980092,68
48152,1030.980098,357
48153,1030.980099,117
48155,1030.998678,337
48156,1031.074894,328
48158,1031.128677,320
48159,1031.159123,117
48160,1031.193601,321
48161,1031.259168,310
48163,1031.325542,316
48164,1031.384818,117
48165,1031.405422,311
48167,1031.464564,310
48170,1031.538757,297
48172,1031.588684,310
48173,1031.611179,117
48174,1031.654535,320
48175,1031.724499,310
48177,1031.779903,117
48178,1031.788566,309
48179,1031.854388,322
48180,1031.919113,288
48182,1031.984581,286
48183,1031.998564,117
48184,1032.051486,289
48185,1032.124502,308
48190,1032.19727,326
48191,1032.208559,117
48192,1032.251607,333
48193,1032.318515,345
48196,1032.385318,142
48197,1032.385331,329
48201,1032.599956,117
48202,1032.599969,152
48203,1032.59997,323
48204,1032.599972,157
48205,1032.599973,328
48206,1032.605026,169
48207,1032.605037,330
48208,1032.624469,229
48209,1032.649517,117
48210,1032.64953,291
48211,1032.713585,287
48212,1032.778448,288
48214,1032.849751,288
48215,1032.854789,117
48216,1032.925158,289
48219,1032.984623,299
48223,1033.049602,303
48224,1033.049614,117
48225,1033.115151,300
48226,1033.179017,294
48228,1033.251039,164
48229,1033.251053,319
48230,1033.352404,117
48231,1033.352416,344
48232,1033.379056,151
48233,1033.379067,329
48235,1033.438978,158
48236,1033.439005,332
48240,1033.478888,117
48242,1033.504777,153
48243,1033.504789,328
48244,1033.569262,171
48245,1033.569273,341
48247,1033.638716,165
48248,1033.638731,352
48249,1033.694983,117
48250,1033.704577,178
48251,1033.70459,349
48252,1033.769004,218
48253,1033.769017,314
48254,1033.831779,191
48255,1033.831794,333
48257,1033.898574,117
48258,1033.898589,281
48259,1033.964731,272
48260,1034.038664,287
48261,1034.038678,68
48264,1034.116593,288
48265,1034.124533,117
48266,1034.164626,295
48268,1034.231921,297
48271,1034.293814,292
48272,1034.339072,117
48273,1034.359048,279
48274,1034.444533,281
48278,1034.493454,286
48279,1034.544659,117
48280,1034.559198,338
48281,1034.629607,330
48283,1034.704592,151
48284,1034.704605,349
48285,1034.756841,117
48286,1034.764701,153
48287,1034.764727,350
48288,1034.824648,142
48289,1034.82466,348
48290,1034.88983,150
48291,1034.889843,339
48293,1034.953723,357
48294,1034.965969,117
48295,1035.024566,338
48296,1035.096682,345
48298,1035.164831,347
48299,1035.284755,117
48300,1035.284767,341
48301,1035.284768,330
48303,1035.351525,321
48304,1035.404618,117
48305,1035.418508,314
48307,1035.490097,310
48309,1035.565315,308
48310,1035.619477,310
48311,1035.61949,117
48312,1035.679175,290
48313,1035.754649,283
48315,1035.808576,117
48316,1035.814976,295
48317,1035.883575,296
48319,1035.945456,297
48323,1036.019117,296
48324,1036.01913,117
48325,1036.07877,301
48326,1036.145459,292
48331,1036.214599,291
48332,1036.248567,117
48333,1036.278874,301
48334,1036.344685,296
48337,1036.414583,285
48340,1036.452895,117
48341,1036.480003,274
48343,1036.549614,267
48344,1036.610531,272
48346,1036.678831,117
48347,1036.684545,262
48348,1036.744638,255
48349,1036.810029,246
48351,1036.869831,117
48352,1036.874614,241
48354,1036.949619,246
48355,1037.014759,259
48357,1037.090027,269
48358,1037.09004,68
48359,1037.090041,117
48361,1037.141806,266
48362,1037.198842,274
48364,1037.270347,261
48365,1037.316664,117
48366,1037.331543,267
48367,1037.405436,277
48369,1037.464813,288
48372,1037.519377,117
48373,1037.529157,294
48374,1037.603494,312
48375,1037.664896,321
48377,1037.728868,327
48378,1037.731602,117
48379,1037.798749,324
48380,1037.858547,330
48383,1037.924674,343
48386,1037.934894,117
48389,1037.991749,142
48390,1037.991764,326
48391,1037.993423,68
48392,1038.058662,143
48393,1038.058676,336
48395,1038.121728,156
48396,1038.122717,331
48397,1038.154627,117
48398,1038.198641,155
48399,1038.198655,336
48400,1038.259143,136
48401,1038.259158,336
48403,1038.329668,143
48404,1038.32968,350
48405,1038.364627,117
48406,1038.38494,178
48407,1038.384953,324
48408,1038.453783,157
48409,1038.453797,344
48410,1038.519626,156
48411,1038.519638,343
48413,1038.568669,117
48414,1038.596911,158
48415,1038.596924,346
48416,1038.649747,149
48417,1038.649766,348
48418,1038.718658,159
48419,1038.718672,342
48421,1038.781805,142
48422,1038.781818,336
48423,1038.804628,117
48424,1038.848715,160
48425,1038.848729,321
48426,1038.918764,343
48429,1038.984632,345
48432,1039.008678,117
48433,1039.048533,344
48434,1039.111564,334
48436,1039.18107,310
48438,1039.211763,117
48440,1039.248523,321
48441,1039.319013,310
48446,1039.378776,303
48447,1039.412096,117
48448,1039.449635,310
48451,1039.508823,300
48455,1039.574448,292
48456,1039.61197,117
48457,1039.644679,296
48458,1039.719506,290
48460,1039.774843,285
48461,1039.818534,117
48462,1039.838738,263
48463,1039.919089,262
48464,1039.971778,258
48466,1040.038649,240
48467,1040.044572,117
48468,1040.116613,232
48469,1040.159717,68
48474,1040.164435,141
48475,1040.169307,225
48478,1040.238649,202
48479,1040.261444,117
48480,1040.311736,227
48482,1040.369803,231
48485,1040.438728,249
48488,1040.478604,117
48490,1040.500431,258
48491,1040.564713,264
48492,1040.632195,269
48494,1040.679419,117
48495,1040.704555,291
48496,1040.764609,293
48497,1040.844759,294
48499,1040.89922,117
48500,1040.9046,285
48501,1040.969893,283
48502,1041.02657,270
48505,1041.093509,270
48506,1041.124754,117
48507,1041.158555,266
48508,1041.226855,255
48510,1041.291438,248
48511,1041.319202,117
48512,1041.364698,253
48513,1041.424895,257
48515,1041.494998,262
48516,1041.534368,117
48517,1041.565457,268
48518,1041.624846,272
48519,1041.690466,283
48521,1041.738796,117
48522,1041.751796,301
48526,1041.829717,326
48530,1041.884629,329
48532,1041.96461,322
48534,1041.97453,117
48537,1042.02454,318
48539,1042.201691,316
48540,1042.201705,332
48542,1042.219097,335
48543,1042.279803,245
48544,1042.28975,325
48545,1042.324555,213
48546,1042.324568,117
48548,1042.351076,165
48549,1042.351088,168
48550,1042.351089,299
48551,1042.389758,117
48552,1042.413505,322
48554,1042.479076,329
48557,1042.545847,141
48558,1042.545858,320
48559,1042.593271,117
48560,1042.612388,180
48561,1042.612399,314
48562,1042.679079,181
48563,1042.67909,318
48564,1042.745168,165
48565,1042.74518,315
48567,1042.791608,117
48568,1042.80871,146
48569,1042.808722,335
48570,1042.878703,159
48571,1042.878713,335
48573,1042.944556,153
48574,1042.944567,339
48577,1043.008702,151
48578,1043.008722,342
48579,1043.011654,117
48581,1043.072328,167
48582,1043.07234,336
48585,1043.139221,144
48586,1043.139234,349
48589,1043.204849,155
48590,1043.204861,357
48591,1043.219851,68
48592,1043.219877,117
48594,1043.271573,144
48595,1043.271586,354
48596,1043.338871,143
48597,1043.338883,350
48600,1043.404676,148
48601,1043.404686,350
48602,1043.424785,117
48607,1043.468878,368
48609,1043.539178,367
48612,1043.60457,344
48613,1043.63,117
48614,1043.668683,331
48615,1043.733802,302
48617,1043.805643,279
48618,1043.843548,117
48619,1043.864868,267
48620,1043.931585,298
48623,1043.998598,291
48624,1044.078627,117
48625,1044.078639,290
48626,1044.128513,305
48632,1044.198913,315
48634,1044.240238,117
48635,1044.264597,315
48636,1044.334503,315
48638,1044.394196,327
48640,1044.444907,117
48641,1044.459367,333
48643,1044.52729,304
48644,1044.610006,297
48646,1044.678902,117
48647,1044.678915,307
48648,1044.779656,300
48649,1044.799761,296
48651,1044.870876,302
48652,1044.87897,117
48654,1044.930378,292
48656,1044.994927,283
48660,1045.065361,276
48662,1045.089819,117
48665,1045.175074,282
48666,1045.189704,281
48668,1045.251631,288
48669,1045.293615,117
48670,1045.319095,291
48671,1045.389656,298
48673,1045.456094,299
48675,1045.504944,117
48677,1045.514032,317
48678,1045.589721,322
48681,1045.659658,337
48682,1045.704623,117
48683,1045.713538,333
48684,1045.784583,151
48685,1045.784596,320
48686,1045.844681,342
48688,1045.911601,339
48689,1045.919251,117
48690,1045.978827,340
48691,1046.044653,337
48693,1046.108596,336
48694,1046.12961,117
48695,1046.178639,335
48696,1046.244678,332
48697,1046.280178,68
48700,1046.308678,323
48701,1046.331661,117
48702,1046.373753,309
48703,1046.438903,303
48707,1046.504838,291
48708,1046.538784,117
48709,1046.571676,284
48710,1046.638603,281
48712,1046.704603,275
48713,1046.754614,117
48714,1046.769077,275
48715,1046.844659,269
48716,1046.904689,267
48718,1046.969505,117
48719,1046.974611,275
48720,1047.031495,268
48721,1047.104815,270
48723,1047.164786,263
48724,1047.171712,117
48725,1047.239326,263
48726,1047.304823,262
48728,1047.364556,252
48729,1047.389646,117
48731,1047.429384,258
48733,1047.498732,267
48735,1047.564641,265
48736,1047.585264,117
48737,1047.629003,266
48738,1047.693626,265
48740,1047.758644,285
48741,1047.798649,117
48742,1047.824693,284
48743,1047.891631,280
48745,1047.958605,280
48747,1047.998749,117
48748,1048.024759,269
48751,1048.088496,263
48752,1048.158948,265
48757,1048.20979,117
48758,1048.224565,266
48759,1048.288758,272
48761,1048.353999,266
48763,1048.419235,279
48764,1048.429527,117
48769,1048.484606,300
48772,1048.551516,304
48775,1048.619219,312
48776,1048.631554,117
48777,1048.684819,325
48778,1048.74916,318
48780,1048.819117,316
48781,1048.844967,117
48782,1048.88468,322
48784,1048.948481,312
48786,1049.014046,306
48787,1049.053997,117
48789,1049.079123,292
48792,1049.144794,278
48797,1049.212731,280
48800,1049.244643,117
48802,1049.278679,275
48804,1049.331778,68
48807,1049.344604,281
48810,1049.40868,287
48815,1049.467707,117
48816,1049.47887,296
48818,1049.545445,302
48820,1049.608458,288
48822,1049.675726,289
48823,1049.684534,117
48824,1049.738897,282
48825,1049.808763,279
48827,1049.87149,270
48828,1049.884582,117
48830,1049.939521,264
48832,1050.004684,266
48836,1050.068591,253
48838,1050.092139,117
48840,1050.138749,256
48844,1050.204704,258
48846,1050.226127,68
48849,1050.268516,257
48851,1050.298672,117
48853,1050.334155,262
48854,1050.399236,260
48856,1050.465011,265
48857,1050.504829,117
48858,1050.531593,266
48859,1050.598465,251
48861,1050.664824,248
48862,1050.708641,117
48863,1050.728604,240
48864,1050.79855,256
48866,1050.864606,259
48868,1050.91856,117
48869,1050.928752,283
48871,1050.993678,291
48874,1051.059014,290
48876,1051.129705,294
48878,1051.144612,117
48879,1051.19179,315
48882,1051.258581,324
48886,1051.324582,327
48887,1051.339844,117
48889,1051.388753,330
48895,1051.458692,319
48899,1051.524613,300
48901,1051.558734,117
48903,1051.588515,308
48905,1051.653562,306
48909,1051.724604,320
48911,1051.75849,117
48912,1051.784597,298
48916,1051.859072,296
48919,1051.918853,280
48922,1051.959574,117
48923,1051.984516,283
48925,1052.051762,295
48929,1052.118976,302
48932,1052.169661,117
48936,1052.179102,304
48940,1052.254613,297
48942,1052.313861,312
48947,1052.368449,117
48948,1052.379857,312
48949,1052.379872,68
48954,1052.444559,316
48960,1052.511526,321
48964,1052.578503,309
48966,1052.604637,117
48968,1052.644935,304
48971,1052.709126,309
48975,1052.778632,309
48977,1052.809666,117
48979,1052.844593,297
48982,1052.9091,299
48987,1052.974021,288
48989,1053.018622,117
48990,1053.038641,287
48991,1053.105275,297
48994,1053.174814,289
48995,1053.219648,117
48996,1053.244541,295
48997,1053.304689,291
48998,1053.371531,291
49000,1053.428713,117
49001,1053.433986,302
49005,1053.504618,317
49006,1053.568574,305
49008,1053.633639,314
49009,1053.652159,117
49010,1053.698782,303
49011,1053.764954,315
49013,1053.831624,317
49014,1053.864811,117
49015,1053.902045,319
49016,1053.96464,341
49020,1054.028535,341
49023,1054.072374,117
49024,1054.098477,343
49025,1054.164753,350
49028,1054.228807,352
49030,1054.271555,117
49031,1054.293641,349
49032,1054.358848,349
49033,1054.425199,352
49037,1054.491627,117
49038,1054.491641,340
49040,1054.558563,331
49041,1054.629629,289
49043,1054.689018,284
49044,1054.694071,117
49045,1054.758691,272
49046,1054.824616,272
49048,1054.888577,273
49050,1054.908855,117
49054,1054.954495,268
49056,1055.026842,273
49059,1055.084573,277
49060,1055.104643,117
49061,1055.151661,287
49062,1055.218735,305
49065,1055.284636,314
49068,1055.328451,117
49071,1055.349651,317
49076,1055.41869,318
49077,1055.42465,68
49084,1055.485339,319
49087,1055.528435,117
49089,1055.548483,233
49091,1055.613796,215
49095,1055.685309,198
49100,1055.744876,262
49101,1055.744892,117
49102,1055.811885,254
49104,1055.879989,243
49107,1055.944777,235
49108,1055.96464,117
49109,1056.011619,220
49110,1056.07882,229
49112,1056.144722,259
49116,1056.179596,117
49117,1056.208548,220
49118,1056.271599,215
49119,1056.338683,224
49122,1056.385204,117
49123,1056.404604,211
49126,1056.474426,264
49127,1056.538726,273
49129,1056.584639,117
49130,1056.604605,268
49131,1056.674708,254
49132,1056.738621,249
49137,1056.791621,117
49138,1056.804885,275
49142,1056.869672,274
49143,1056.9337,275
49146,1056.999843,292
49147,1057.011862,117
49152,1057.068542,286
49153,1057.131555,279
49155,1057.198809,287
49156,1057.22476,117
49157,1057.265344,294
49158,1057.331613,305
49160,1057.399466,310
49161,1057.424566,117
49163,1057.464673,326
49165,1057.528578,150
49166,1057.528591,320
49169,1057.593507,135
49170,1057.593518,325
49171,1057.638671,117
49172,1057.660209,141
49173,1057.660222,340
49175,1057.72483,330
49178,1057.791952,146
49179,1057.791964,321
49183,1057.849806,117
49184,1057.858764,136
49185,1057.858777,320
49189,1057.924598,158
49190,1057.92461,313
49192,1057.989013,165
49193,1057.989024,311
49197,1058.04463,117
49198,1058.058626,328
49201,1058.124728,158
49202,1058.124741,306
49206,1058.190977,316
49209,1058.252163,117
49210,1058.253453,319
49213,1058.319535,319
49215,1058.384668,330
49217,1058.451482,323
49219,1058.473482,68
49220,1058.478821,117
49223,1058.518625,316
49224,1058.589711,309
49226,1058.654904,298
49227,1058.684582,117
49228,1058.721604,291
49229,1058.784681,289
49231,1058.854578,294
49232,1058.899102,117
49233,1058.924529,303
49234,1058.987109,321
49236,1059.044591,340
49238,1059.094699,117
49239,1059.111623,345
49242,1059.179339,149
49243,1059.179352,328
49248,1059.25048,345
49249,1059.288628,117
49251,1059.308695,348
49252,1059.378723,348
49255,1059.444961,323
49259,1059.504553,117
49260,1059.508478,307
49262,1059.574057,297
49265,1059.639356,294
49269,1059.709498,285
49270,1059.718492,117
49273,1059.771593,261
49276,1059.838939,256
49279,1059.904564,268
49280,1059.925457,117
49281,1059.968485,257
49284,1060.034305,246
49289,1060.104783,255
49290,1060.138603,117
49294,1060.168638,250
49295,1060.233848,260
49297,1060.278546,68
49299,1060.29908,254
49300,1060.344723,117
49302,1060.36847,227
49304,1060.431799,227
49307,1060.49861,239
49310,1060.551566,117
49311,1060.56968,231
49312,1060.628554,254
49314,1060.698654,252
49318,1060.764907,117
49319,1060.764918,268
49320,1060.828496,261
49322,1060.898647,271
49324,1060.928435,68
49327,1060.96454,271
49328,1060.972115,117
49329,1061.024714,313
49331,1061.092515,316
49333,1061.159997,310
49334,1061.164848,141
49337,1061.188806,117
49338,1061.224519,315
49341,1061.289457,322
49345,1061.359122,333
49347,1061.384866,117
49349,1061.424519,326
49353,1061.488884,321
49358,1061.553521,333
49360,1061.58699,117
49362,1061.619064,151
49363,1061.619077,324
49366,1061.688532,339
49370,1061.75267,158
49371,1061.752683,340
49373,1061.788817,117
49375,1061.818578,259
49379,1061.889658,236
49381,1061.949008,242
49385,1061.998698,117
49386,1062.014131,230
49389,1062.08518,230
49392,1062.14876,271
49396,1062.209384,117
49397,1062.213465,280
49400,1062.279232,277
49403,1062.345124,296
49407,1062.411637,300
49408,1062.414052,117
49411,1062.478705,289
49414,1062.544583,272
49418,1062.611704,257
49419,1062.629855,117
49422,1062.687033,252
49425,1062.745318,234
49429,1062.814852,211
49431,1062.849604,117
49433,1062.87973,208
49436,1062.944592,211
49440,1063.019646,222
49442,1063.051564,117
49446,1063.071907,230
49448,1063.140886,217
49450,1063.204641,253
49452,1063.251612,117
49453,1063.26846,258
49455,1063.33859,273
49456,1063.404574,275
49459,1063.458857,117
49464,1063.468494,272
49467,1063.533477,271
49468,1063.604807,242
49470,1063.658754,117
49471,1063.668828,228
49472,1063.731537,229
49473,1063.798911,231
49476,1063.864648,235
49477,1063.879448,117
49478,1063.931611,245
49479,1063.998601,256
49481,1064.064853,271
49482,1064.091842,117
49483,1064.128679,274
49489,1064.193464,277
49490,1064.20919,68
49494,1064.259038,276
49496,1064.304679,117
49498,1064.324869,280
49501,1064.391753,314
49505,1064.458511,313
49512,1064.518932,117
49513,1064.524549,299
49515,1064.591697,304
49517,1064.658696,168
49518,1064.658711,320
49520,1064.724628,172
49521,1064.72464,330
49522,1064.734723,117
49524,1064.788607,172
49525,1064.78862,337
49527,1064.853699,190
49528,1064.853713,335
49530,1064.918756,187
49531,1064.918776,332
49532,1064.949608,117
49534,1064.988551,192
49535,1064.988565,328
49536,1065.051925,340
49539,1065.11892,326
49540,1065.144588,117
49541,1065.185149,307
49542,1065.249071,315
49545,1065.318929,358
49546,1065.344955,117
49547,1065.384639,152
49548,1065.384652,360
49549,1065.449059,145
49550,1065.449071,353
49552,1065.513504,365
49553,1065.558893,117
49554,1065.578886,328
49556,1065.644607,307
49557,1065.71183,327
49559,1065.775843,117
49560,1065.784612,332
49561,1065.844568,312
49563,1065.919365,321
49565,1065.984876,302
49566,1065.998438,117
49569,1066.044417,316
49572,1066.114621,300
49574,1066.17364,305
49576,1066.224187,117
49577,1066.239039,316
49579,1066.314965,309
49582,1066.37874,303
49584,1066.404678,117
49586,1066.438764,304
49590,1066.504561,317
49594,1066.569435,145
49595,1066.569449,320
49597,1066.604999,117
49599,1066.638641,165
49600,1066.638652,305
49603,1066.704934,325
49607,1066.780971,156
49608,1066.780983,299
49610,1066.824807,117
49611,1066.833578,147
49612,1066.833592,321
49615,1066.904766,161
49616,1066.904777,323
49617,1066.966467,153
49618,1066.96648,310
49630,1067.429574,202
49631,1067.429587,323
49644,1067.799072,289
49645,1067.799084,309
49646,1067.799085,228
49647,1067.799086,272
49648,1067.799088,207
49649,1067.799089,278
49656,1067.931565,154
49657,1067.931575,297
49658,1067.944456,309
49659,1067.966741,142
49660,1067.966753,309
49664,1067.971428,309
49665,1067.971439,117
49666,1067.991443,261
49668,1068.024782,199
49670,1068.024785,271
49674,1068.089157,117
49675,1068.089171,173
49676,1068.089173,305
49678,1068.153964,215
49679,1068.153976,317
49683,1068.21896,215
49684,1068.218971,316
49688,1068.288572,195
49689,1068.288583,324
49691,1068.304404,117
49694,1068.351521,210
49695,1068.351533,325
49701,1068.418528,262
49702,1068.418536,308
49708,1068.48465,263
49709,1068.484661,317
49710,1068.498813,117
49713,1068.550105,253
49714,1068.550119,307
49715,1068.619178,254
49716,1068.619196,296
49719,1068.685022,224
49720,1068.685039,314
49721,1068.724602,117
49724,1068.748767,227
49725,1068.748778,305
49727,1068.819689,194
49728,1068.819699,315
49731,1068.878646,212
49732,1068.878665,274
49735,1068.928808,117
49737,1068.948464,181
49738,1068.948475,285
49741,1069.01943,295
49748,1069.084938,270
49751,1069.139283,117
49752,1069.144572,263
49755,1069.209803,261
49761,1069.278469,252
49767,1069.344701,251
49768,1069.351389,117
49774,1069.408411,258
49779,1069.473577,255
49785,1069.538581,258
49787,1069.565397,117
49790,1069.604579,242
49795,1069.673906,233
49799,1069.738496,238
49801,1069.772147,117
49803,1069.80478,287
49806,1069.871515,286
49810,1069.938543,279
49813,1069.98496,117
49815,1070.005456,277
49818,1070.070564,270
49822,1070.133705,273
49827,1070.204903,281
49828,1070.204915,117
49830,1070.252088,68
49832,1070.269058,290
49836,1070.333576,257
49839,1070.40148,274
49842,1070.428632,181
49843,1070.428642,117
49847,1070.464786,264
49852,1070.528357,269
49856,1070.598492,283
49859,1070.638572,117
49861,1070.664595,291
49864,1070.72849,291
49870,1070.799034,290
49872,1070.828469,117
49875,1070.859183,307
49878,1070.928416,299
49880,1070.991417,310
49885,1071.044588,117
49886,1071.058554,311
49888,1071.124599,318
49892,1071.1915,319
49895,1071.238444,68
49896,1071.248404,117
49897,1071.258554,337
49899,1071.324562,336
49901,1071.391394,313
49905,1071.453916,310
49906,1071.458546,117
49909,1071.52493,281
49917,1071.588442,282
49923,1071.651673,117
49924,1071.651683,280
49928,1071.718465,293
49934,1071.784758,299
49948,1071.850569,300
49949,1071.858635,117
49956,1071.91853,296
49961,1071.98474,295
49966,1072.049509,279
49968,1072.064768,117
49973,1072.11383,274
49978,1072.178544,215
49979,1072.179653,285
49985,1072.24453,198
49986,1072.244756,281
49988,1072.271786,117
49991,1072.31346,199
49992,1072.313473,276
49996,1072.378718,200
49997,1072.378733,270
50002,1072.444728,277
50009,1072.488361,117
50010,1072.511709,270
50014,1072.578576,260
50015,1072.643907,258
50017,1072.708464,277
50018,1072.718871,117
50019,1072.780854,273
50024,1072.84452,258
50027,1072.914504,250
50031,1072.94442,117
50032,1072.971661,249
50034,1073.03845,250
50040,1073.11505,242
50042,1073.13906,117
50044,1073.168517,252
50049,1073.23863,273
50053,1073.29871,68
50055,1073.305745,277
50058,1073.349807,117
50062,1073.368853,278
50067,1073.433642,277
50077,1073.505268,274
50084,1073.551453,117
50086,1073.564742,269
50090,1073.631527,151
50091,1073.631536,291
50095,1073.698735,179
50096,1073.698745,274
50101,1073.753412,117
50102,1073.764483,161
50103,1073.764493,291
50107,1073.828958,141
50108,1073.828968,291
50112,1073.898444,144
50113,1073.898452,286
50118,1073.964519,117
50119,1073.964771,143
50120,1073.964778,282
50123,1074.02852,159
50124,1074.02853,283
50126,1074.039035,181
50129,1074.093745,165
50130,1074.093754,279
50134,1074.158889,148
50135,1074.158899,299
50139,1074.199481,117
50142,1074.224679,297
50146,1074.291426,300
50151,1074.358421,168
50152,1074.35843,324
50154,1074.391483,117
50156,1074.424667,168
50157,1074.424675,329
50160,1074.489036,166
50161,1074.489045,328
50166,1074.558816,163
50167,1074.558825,322
50170,1074.59859,117
50173,1074.624519,171
50174,1074.624527,319
50175,1074.688993,173
50176,1074.689003,313
50180,1074.753494,149
50181,1074.753504,322
50185,1074.793418,117
50186,1074.824521,209
50187,1074.82453,277
50190,1074.888603,187
50191,1074.888612,294
50193,1074.904761,197
50195,1074.951542,310
50200,1075.01844,117
50201,1075.018449,309
50205,1075.090643,304
50211,1075.148653,301
50216,1075.224483,297
50218,1075.254715,117
50221,1075.28459,305
50223,1075.348869,313
50229,1075.41428,307
50231,1075.449657,117
50235,1075.478904,303
50240,1075.545441,296
50245,1075.611419,305
50247,1075.649554,117
50249,1075.67864,141
50250,1075.678649,307
50252,1075.744511,135
50253,1075.744522,309
50258,1075.811446,150
50259,1075.811455,315
50263,1075.858566,117
50264,1075.884649,172
50265,1075.884659,303
50269,1075.947,176
50270,1075.947018,302
50273,1076.008709,143
50274,1076.008719,318
50279,1076.079701,205
50280,1076.079711,291
50282,1076.084605,117
50285,1076.138433,186
50286,1076.138443,314
50291,1076.204689,187
50292,1076.204699,313
50297,1076.271457,184
50298,1076.271468,310
50299,1076.284536,117
50303,1076.338521,195
50304,1076.33853,291
50305,1076.344414,68
50308,1076.40455,165
50309,1076.40456,310
50314,1076.468527,155
50315,1076.468537,317
50317,1076.504721,117
50319,1076.534052,344
50322,1076.604752,154
50323,1076.604761,340
50325,1076.668468,358
50326,1076.699785,117
50327,1076.733886,348
50328,1076.798984,342
50330,1076.868587,337
50331,1076.908561,117
50332,1076.931849,339
50333,1076.998464,343
50336,1077.06462,329
50337,1077.109956,117
50338,1077.129111,329
50339,1077.193894,308
50340,1077.264838,325
50342,1077.316717,117
50343,1077.328784,335
50344,1077.404641,339
50345,1077.464534,349
50347,1077.528751,316
50348,1077.545339,117
50349,1077.594504,349
50350,1077.658556,161
50351,1077.658568,355
50354,1077.724728,170
50355,1077.724737,350
50357,1077.769556,117
50358,1077.789183,175
50359,1077.789195,363
50360,1077.855349,178
50362,1077.859111,348
50367,1077.92456,188
50368,1077.924574,340
50369,1077.969544,117
50370,1077.988425,334
50372,1078.054065,291
50376,1078.124505,296
50378,1078.178555,117
50379,1078.188367,317
50380,1078.253571,296
50382,1078.319695,157
50383,1078.319704,340
50386,1078.384889,135
50387,1078.384902,358
50389,1078.405033,117
50392,1078.448668,144
50393,1078.448678,356
50400,1078.518402,323
50405,1078.58446,308
50408,1078.599511,117
50411,1078.648489,174
50412,1078.648497,336
50416,1078.713995,355
50420,1078.778928,169
50421,1078.778936,326
50425,1078.812598,117
50427,1078.845106,159
50428,1078.845116,332
50433,1078.911608,144
50434,1078.911621,337
50437,1078.979969,163
50438,1078.97998,321
50443,1079.024578,117
50445,1079.044591,353
50448,1079.108533,357
50451,1079.178486,137
50452,1079.178496,372
50457,1079.231617,117
50458,1079.245499,188
50459,1079.245509,350
50462,1079.308664,194
50463,1079.308673,353
50466,1079.373518,217
50467,1079.373528,339
50469,1079.393939,68
50473,1079.439205,218
50474,1079.439215,345
50475,1079.44442,117
50480,1079.504599,258
50481,1079.504608,333
50483,1079.571498,262
50484,1079.571509,302
50486,1079.638922,243
50487,1079.638932,311
50488,1079.664748,117
50489,1079.704714,255
50490,1079.704723,302
50491,1079.771431,217
50492,1079.771441,331
50494,1079.838692,220
50495,1079.838702,328
50496,1079.868971,117
50497,1079.910187,218
50498,1079.910197,323
50499,1079.968559,224
50500,1079.96857,301
50503,1080.033961,215
50504,1080.034006,298
50507,1080.085008,117
50508,1080.098466,188
50509,1080.099688,300
50512,1080.164431,296
50517,1080.231495,282
50522,1080.298511,117
50523,1080.298522,292
50526,1080.364507,294
50530,1080.428807,154
50531,1080.428817,302
50535,1080.498568,153
50536,1080.498579,308
50537,1080.504613,117
50540,1080.564988,182
50541,1080.564998,313
50544,1080.628648,192
50545,1080.628674,317
